uid,DT,DF,DL,DP,DC,BD,SL,TL,RL,LE,NQ,BT,DR,HR,DW,DG,SR,NDVI,RD,SB,GVI,SVI,RS,VMI,VHI,SDI,PD,WE
113,204.004634,202.414277,791.628722,56.0721,41.310645,0.080859116,0,0,1,0,0.253984,2.06084,1.33928,213.484329,0,0.644984,2,0.3721,79.122655,5.274844,0.636686,0.27874,0.019853259,0.048668,0.002009,0.635555167,34.773602,12
114,253.94109,155.744778,825.587686,12.833038,34.833531,0.307429969,0,0,1,0,0.200238,1.154271,1.502218,211.863596,1.937963,0.364155,2.25,0.3721,120.786953,5.490316,0.254635,0.463916,0.284622919,0.085784,0.033535,0.717249538,38.0905,8
115,297.645321,111.98809,861.112085,46.747121,75.631874,0.36366339,0,0,1,0,0.205735,1.834403,1.4003,193.763997,12.551761,0.010511,3,0.3721,67.873253,4.524884,0.274349,0.412575,0.360442499,0.113609,0.065876,0.742352128,42.182249,3
116,308.162011,76.329736,898.016157,82.172696,123.301675,0.004519063,0.162913687,0,0.753648,0.558292,0.139959,0.837519,1.301488,206.091499,57.304273,0.288847,3.333333,0.36,103.729579,4.714981,0.279116,0.537802,0.164553669,0.061501,0.014613,0.659652237,46.273998,14
117,570.905008,363.463064,1227.104305,451.415824,488.406578,0,0,0,0,0.292473,0.053258,0.66481,1.486883,225.859339,0,0.65373,0,-0.0961,92.606691,7.123592,0.236301,0.68915,0,0.051506,0,0.50287626,33.336601,3
118,33.72151,103.115432,429.025807,22.411858,31.777231,0.168848652,0,0.378531,0.478584,0.720406,0.095855,0.852903,1.393117,188.749667,193.003321,0.011294,0.5,0.1345,102.020867,4.250869,0.412926,0.443133,0.199663851,0.0999,0.025129,0.672451322,44.75045,12
119,106.461874,296.12215,505.994124,76.536279,201.880647,0.003957771,0,0,0,0,0,0,0,0,376.915268,0,0.75,0.1546,0,0,0.230229,0.568252,0,0.158091,0.000041,0.627028457,0,8
120,389.581105,668.449713,121.704904,293.293451,440.09706,0.133340452,0,1,0,0,0.005294,0.166667,1.00389,271.016998,51.979545,0.548242,0.5,0.3569,5.416081,1.35402,0.452272,0.430613,0.053042916,0.089303,0.005497,0.667193846,175.938004,2
121,390.294091,625.966024,72.228994,314.455757,403.243656,0.334224831,0,1,0,0,0.005294,0.166667,1.00389,271.016998,97.025742,0.358273,1,0.3569,50.759833,12.689958,0.243445,0.694188,0,0.038639,0,0.505516264,175.938004,2
122,373.533177,584.672478,24.93936,301.044163,369.493532,0.188927963,0,1,0,0,0.005294,0.166667,1.00389,271.016998,49.320452,0.441653,1.5,0.3471,50.206554,12.551638,0.4531,0.413089,0.015319965,0.09733,0.001502,0.646549881,142.009003,2
123,362.661486,544.839748,32.045525,295.588825,339.772709,0.145885808,0,1,0,0,0.005294,0.166667,1.00389,271.016998,1.615162,0.386562,1.5,0.3372,50.07033,12.517582,0.23434,0.636568,0.011108522,0.103854,0.002477,0.571481214,115.432999,2
124,345.958802,506.812387,80.198876,298.526244,315.222966,0,0,1,0,0,0.005294,0.166667,1.00389,271.016998,0,0.666985,1.666667,0.3372,50.03189,12.507973,0.275502,0.446866,0.173203226,0.117929,0.024107,0.742694778,115.432999,2
125,335.933969,471.027854,129.75671,309.617641,297.128831,0,0,0.831848,0,0.12957,0.037787,0.31893,1.099195,247.143753,0,0.552422,2.4,0.3372,102.061457,4.252561,0.461928,0.373419,0.008143588,0.091957,0.00075,0.675803806,119.168999,11
126,333.190292,438.036167,179.559872,323.058041,278.305547,0.093607442,0,0.867847,0,0.240802,0.078594,0.505952,1.11211,289.808014,19.070245,0.898647,2.4,0.3372,50.077895,12.519474,0.066904,0.526067,0.027722587,0.194936,0.005587,0.690457892,100.751099,3
127,325.43073,408.514538,229.448669,276.096802,267.588298,0.119463446,0,0.859644,0,0.011644,0.05442,0.427673,1.152393,240.285748,69.070245,0.762474,2,0.3036,100.197682,5.009884,0.554799,0.244446,0.218976392,0.107324,0.029326,0.677595493,82.333199,3
128,314.116874,383.265667,279.377229,226.389886,265.994393,0,0,0.654299,0,0.348848,0.073819,0.655574,1.1137,289.040985,119.070245,0.393833,2.5,0.2701,50.121974,12.530493,0.178199,0.70666,0.000446859,0.102987,0.000045,0.487196974,75.362698,3
129,297.681027,363.181794,329.327466,176.848286,273.683279,0,0,0.126983,0,0.411969,0.055249,0.509037,1.1738,231.559494,169.070245,0.835808068,0.75,0.2701,57.0637,9.510617,0.185617,0.346452,0.064667322,0.058475,0.003946,0.861653014,86.984097,3
130,286.244204,349.155352,379.290817,127.664608,289.917328,0,0,0.118403,0,0.363763,0,0,0,0,219.070245,0.881573436,0.333333,0.2701,0,0,0.42415,0.375521,0.096730823,0.143624,0.016069,0.693640809,105.575996,2
131,283.297538,341.932601,423.25685,79.505901,313.371309,0,0,0.072676,0,0.260506,0.040468,0.480952,1.23292,180.912003,246.421584,0.927338804,0.333333,0.2701,50.026048,25.013024,0.194552,0.464644,0.283450404,0.07849,0.031096,0.755372134,125.563337,2
132,256.325701,341.944949,414.486294,36.6623,342.565464,0.081772449,0,0.026907,0,0.123821,0,0,0,0,261.230761,0.973104171,0.666667,0.2769,0,0,0.399786,0.439715,0.133793141,0.095893,0.014704,0.659982722,135.557007,2
133,16.407008,471.144365,482.404449,184.747236,181.846542,0.019589388,0,0.144647,0,0.235654,0.129576,1.098973,1.216387,229.067249,256.088862,0.779040787,2.8,0.2565,67.838517,2.826605,0.585932,0.310628,0.020733258,0.08391,0.005092,0.650917427,126.223999,2
134,15.868605,489.706683,510.261286,172.757051,141.505938,0,0,0.3219,0,0.669807,0.125468,0.733971,1.293042,201.775246,206.088862,0.537059812,2,0.2565,64.113085,3.771358,0.414058,0.358725,0.09434808,0.119833,0.009272,0.746892122,128.703499,2
135,34.151376,455.60746,541.312394,174.809772,109.451799,0.010120508,0,0.43905,0,0.925707,0.116153,0.679021,1.375605,194.81625,156.088862,0.579834,2,0.2565,125.506512,7.382736,0.354388,0.478309,0.038879721,0.126769,0.005896,0.674471632,131.182999,2
136,69.325308,409.311523,548.476851,190.451868,94.527573,0.099040253,0,0.293743,0,0.699092,0.105929,0.617467,1.500465,206.422501,106.088862,0.612478,2.2,0.2565,87.889483,14.648247,0.571798,0.194938,0.254428215,0.075784,0.024392,0.729342675,79.727798,2
137,89.966267,179.673364,587.657064,64.04906,153.560873,0.413252864,0,1,0,0,0,0,0,0,69.035833,0,0.75,0.28,0,0,0.451173,0.09435379,0.053372592,0.188179725,0.018094097,0.795350199,32.294925,1
138,60.248108,165.046307,608.489787,77.153609,116.248611,0.566929456,0,1,0,0,0,0,0,0,119.035833,0.04454,0.666667,0.28,0,0,0.4512,0.084306685,0.278525316,0.195639632,0.077100334,0.785716363,26.56145,2
139,38.704274,137.048719,632.596882,46.972992,88.82621,0.110244934,0,0.600038,0.287816,0.564863,0.18038,0.862294,1.302587,211.370997,169.035833,0.061516,0.5,0.28,63.984267,4.265618,0.253428,0.591994,0.044003745,0.101105,0.004689,0.617346838,27.08655,7
140,66.077281,119.784304,659.619443,58.823843,73.930068,0.3972683,0,0,1,0.36338,0.146678,0.925582,1.41641,210.725998,140.117954,0.181336,1.2,0.28,50.006856,12.501714,0.272134,0.555741,0.119370823,0.145268,0.022633,0.615089786,27.08655,1
141,110.609192,122.123739,689.214629,95.510323,89.672818,0.21278661,0,0,1,0.182969,0.216419,1.418506,1.343533,193.784752,90.153612,0.434141,1.8,0.326,100.028139,4.546734,0.26916,0.611429,0,0.101877,0.001649,0.595208822,34.53595,2
142,207.293912,176.198932,754.887273,82.670912,83.660721,0.066000864,0,0,1,0,0.20641,1.608342,1.464103,198.092503,0,0.92702,1.333333,0.3721,111.316557,7.421104,0.33706,0.541671,0.000181142,0.096077,0.001951,0.638305692,41.215,11
143,248.155213,146.304187,827.461651,58.026892,53.230977,0.379461394,0,0,1,0,0.222083,1.868486,1.44874,207.663996,0.974868,0.099854,2.666667,0.3721,74.246499,5.711269,0.328562,0.283981,0.18875007,0.064784,0.015508,0.832974022,49.405825,1
144,260.676231,121.201532,865.801235,93.91344,90.833624,0.251062886,3.29E-05,0,0.989401,0.058737,0.130694,0.606038,1.36665,192.841003,50.974868,0.1489,2.75,0.36,27.179841,13.58992,0.451173,0.092726439,0.051374299,0.19589943,0.020219315,0.79585719,54.2395,14
145,502.543245,328.152534,1159.329437,413.446907,431.47563,0,0,0,0,0.080018,0.062687,0.641337,1.67159,260.614014,0,0.916385409,0,-0.0961,23.112527,5.778132,0.451173,0.088887761,0.049099869,0.195626836,0.020696942,0.791105774,34.840401,3
146,545.32549,375.458362,1203.729097,461.591087,481.236356,0,0,0,0,0.161939,0.062687,0.641337,1.67159,260.614014,0,0.06717,0,-0.0961,36.07562,9.018905,0.414702,0.413198,0.045844931,0.13819,0.006881,0.668352187,33.336601,3
147,46.766945,125.438469,395.743092,23.811292,24.911127,0.337531126,0,0,0.990242,0.00971,0.12712,0.483333,1.45781,182.544998,126.337336,0.037686,0.5,0.1528,36.775079,0,0.406797,0.392436,0.084901022,0.119764,0.008718,0.684699732,49.085999,5
148,54.755969,76.763385,380.400791,25.577355,25.090611,0.086216568,0.003375542,0.699373,0.086421,0.46168,0.080245,0.554179,1.442585,184.746498,143.777111,0,0.333333,0.1524,102.873846,12.859231,0.428857,0.430902,0.035539001,0.093735,0.004894,0.678151283,49.085999,11
149,56.864486,246.79594,472.234165,41.144091,154.637217,0.628495704,0,0,0,0,0,0,0,0,326.915268,0,1,0.1896,0,0,0.266964,0.658361,0,0.036947,0,0.546447763,203.992004,8
150,68.912842,242.86956,511.40663,89.192576,143.642869,0.019212636,0,0,0,0,0,0,0,0,327.382943,0,1.5,0.2034,0,0,0.088466,0.598123,0.418946451,0.10112,0.068269,0.623948309,0,14
151,332.444585,768.762146,425.717469,12.554996,677.656361,0.149249752,0,1,0,0,0.020534,0.28953,1.050657,254.514669,61.312459,0.066699,0,0.229,29.493937,1.966262,0.239084,0.481006,0.222519817,0.081406,0.028555,0.732862796,183.755501,2
152,315.313016,756.940846,376.351308,38.461674,630.981907,0.076827888,0,1,0,0,0.024332,0.267628,1.075165,273.365005,11.778391,0.57809,0,0.229,74.487825,12.414637,0.289287,0.558464,0.120848661,0.059548,0.007063,0.661573463,190.939499,2
153,305.491726,748.280463,327.177706,88.323116,584.857411,0,0,1,0,0,0.005294,0.166667,1.00389,271.016998,0,0.598101,0,0.229,50.040146,12.510037,0.120315,0.583087,0.255284201,0.137976,0.040385,0.635609712,190.939499,2
154,303.690782,742.891551,278.298752,138.284653,539.423966,0,0,1,0,0,0.005294,0.166667,1.00389,271.016998,0,0.601595,0,0.229,50.133437,12.533359,0.173734,0.562826,0.149518659,0.16436,0.028865,0.637868102,0,2
155,310.049976,734.986916,229.902456,188.266613,494.871943,0,0,1,0,0,0.005294,0.166667,1.00389,271.016998,0,0.694446,0,0.293,50.812121,12.70303,0.79195,0.028828,0.388939419,0.090754,0.067727,0.432723303,0,2
156,324.089314,689.357825,182.373472,238.256144,451.462361,0,0,1,0,0,0.005294,0.166667,1.00389,271.016998,9.016896,0.683632,0,0.3569,50.798078,12.699519,0.161681,0.56894,0.002863597,0.032209,0.001467,0.659727151,0,2
157,344.872121,644.377727,136.620011,288.249306,409.55865,0.07650733,0,1,0,0,0.005294,0.166667,1.00389,271.016998,57.38476,0.501279,0.333333,0.3569,45.352253,11.338063,0.451173,0.085445077,0.057089259,0.190079948,0.022888144,0.797841003,184.096504,2
158,286.424898,436.193622,143.839312,295.854005,249.676607,0,0,0.868227,0,0.244722,0.034237,0.186433,1.1259,161.727997,20.963207,0.617789,2.5,0.3372,50.280526,12.570132,0.401605,0.447584,0.311078314,0.088445,0.040321,0.661276771,119.168999,7
159,250.591621,316.699625,335.126131,165.208136,225.508965,0.158437701,0,0.90661,0,0.088887,0.080788,0.656223,1.158273,246.237325,170.364914,0,1,0.2701,46.171384,3.078092,0.018171,0.532753,0.041888903,0.128804,0.005424,0.705726755,86.984097,1
160,236.892193,300.511391,384.336399,120.80477,244.956758,0.034451437,0,0.758734,0,0.328111,0.096795,0.792946,1.147323,246.30366,220.070962,0.154666,1,0.2701,95.86494,7.374226,0.241609,0.544512,0.323530315,0.090184,0.032768,0.663612707,105.575996,1
161,233.323084,292.088241,374.809507,78.21981,272.311097,0.012646936,0,0.869482,0,0.203544,0.114722,0.75606,1.171716,226.517599,269.885629,0,0.5,0.2701,101.413111,4.225546,0.203989,0.586448,0.021468718,0.098443,0.013862,0.63222605,135.557007,1
162,228.132045,292.102695,364.876272,33.782756,305.455158,0.201436884,0,0.86962,0,0.233764,0.090175,0.683929,1.12857,196.128998,308.005451,0,0.8,0.2769,50.042379,12.510595,0.163805,0.48386,0.288465966,0.090118,0.044942,0.745556875,135.557007,1
163,186.135197,300.553537,361.645159,34.12053,342.713252,0.073976406,0,0.767716,0,0.420792,0.069432,0.539484,1.26883,190.841334,309.976091,0.094052,1.2,0.2837,87.40664,6.723588,0.222616,0.635422,0.001064736,0.079825,0.001429,0.575221061,150.781006,2
164,149.158952,316.766275,365.294058,78.658417,358.201095,0,0,0.869572,0,0.2846,0.075295,0.536706,1.39639,190.744003,310.656355,0.283267,1.25,0.2837,50.054195,12.513549,0.159987,0.077147,0.35803215,0.106789,0.087489,0.963418762,150.781006,2
165,119.901074,339.631148,375.622518,127.318822,308.648328,0,0,0.869571,0,0.308789,0.075295,0.536706,1.39639,190.744003,317.878003,0.529304,2.5,0.2837,50.054195,12.513549,0.409484,0.447192,0.345716431,0.089811,0.040098,0.656366828,148.835999,2
166,93.133476,367.90999,392.103052,123.397056,259.267345,0,0,0.633098,0,0.590175,0.136012,1.009684,1.293737,223.588999,328.365573,0.439945,3.4,0.2837,80.760292,5.384019,0.2587,0.493218,0.054511136,0.038017,0.002166,0.736492824,142.114502,2
167,54.50662,400.457495,414.001608,130.675854,210.179261,0.383778245,0,0.831629,0,0.349693,0.118331,0.8126,1.267623,216.797333,307.371369,0.293715,5,0.2701,61.252567,4.711736,0.781388,0.116178,0,0.098381,0.000666,0.506067991,130.808502,2
168,28.937227,436.319435,440.510906,139.457738,161.651129,0.221462187,0,0.811609,0,0.278862,0.149328,1.35175,1.241345,252.592003,257.620404,0.511131,5,0.2565,72.072922,12.012154,0.169796,0.554369,0.277751191,0.112269,0.039107,0.66278707,126.223999,2
169,55.481985,297.731072,493.805233,85.113605,104.450544,0.517896542,0,0.709892,0.045458,0.671601,0.288062,1.623468,1.283766,213.136143,17.17222,0.152588304,1.333333,0.2505,111.030563,3.364563,0.270422,0.488792,0.290110177,0.120992,0.040771,0.694538636,56.5294,2
170,103.94783,252.193492,498.761068,48.371546,151.214027,0.576053816,0,0.869659,0,0.224562,0.15885,0.686213,1.3078,233.307999,10.711566,0.336264,2,0.2505,50.020187,12.505047,0.43952,0.513241,0,0.040242,0,0.656868923,52.273701,2
171,148.349597,208.708704,508.607508,49.34863,199.55312,0.445092771,0,0.869658,0,0.204271,0.15885,0.686213,1.3078,233.307999,9.98381,0.545911,3.333333,0.2505,50.020187,12.505047,0.179272,0.476033,0.099060544,0.062729,0.0132,0.762207318,48.5874,1
172,160.527144,168.870035,523.068439,86.779998,179.787294,0,0,0.862844,0,0.153072,0.197188,0.801596,1.246037,223.599665,21.495102,0.355872,3.25,0.2653,57.527111,4.425162,0.265023,0.516309,0.173568863,0.132869,0.024239,0.663912422,44.9011,1
173,99.913511,115.899181,564.303626,73.981221,84.788365,0.425188292,0,1,0,0,0,0,0,0,119.453782,0.012908,0.5,0.28,0,0,0.4512,0.090411322,0.282688533,0.187332053,0.082186413,0.793200461,26.843201,1
174,88.605282,97.268148,590.218245,24.730348,46.063703,0.086182576,0,0.561953,0.307669,0.686533,0.13983,0.600119,1.28746,203.270996,169.330415,0,0,0.28,50.017785,12.504446,0.721608,0.082928,0.464346338,0.080347,0.078113,0.462268178,29.5665,7
175,136.335133,74.78602,650.534831,71.86489,56.11233,0.299968148,0,0,1,0.278976,0.205321,1.243792,1.329253,182.639333,92.107759,0.094915,1.5,0.326,77.737458,5.182497,0.453399,0.34441,0.182624396,0.092414,0.015831,0.733201188,37.239399,1
176,177.356857,105.635585,684.188981,97.052304,103.557486,0.324696897,0,0,1,0,0.176636,0.929207,1.41356,181.009995,42.107759,0.045112,1,0.3721,50.009457,12.502364,0.149835,0.730846,0.006609276,0.103296,0.001469,0.45511965,47.656399,10
177,204.516763,147.393368,719.74548,70.473876,71.039147,0.040083566,0,0,1,0,0.220281,1.553071,1.441772,196.155833,0,0.555377,2,0.3721,122.428761,3.497965,0.230347,0.622726,0.173895392,0.100459,0.022418,0.582333104,47.656399,17
178,195.443584,193.108086,756.936293,20.473914,21.535338,0.015156662,0,0,1,0,0.167227,1.159144,1.474768,192.175397,0,0.960708,3.2,0.3721,106.351911,4.090458,0.278745,0.494249,0.235860997,0.108435,0.038435,0.67456985,51.053799,2
179,198.920291,187.799089,795.532241,29.526177,29.681326,0.220576592,0,0,1,0,0.283406,2.061564,1.414026,198.372713,7.656336,0.200424,1.8,0.3721,112.240332,2.877957,0.19519,0.564877,0.033130856,0.136613,0.008125,0.655900712,56.6294,2
180,214.337048,168.977496,835.338579,79.526154,79.361146,0.304959214,0,0,1,0,0.142415,1.0298,1.38037,156.432007,55.251605,0.266068,2,0.36,50.174085,12.543521,0.323254,0.419951,0.271248184,0.113539,0.039762,0.741563943,62.205002,16
181,239.398117,163.823962,876.190354,129.526148,129.288057,0.00502685,0.309035176,0,0.327124,1.063223,0.132359,0.746429,1.320415,194.887005,103.335615,0.369183,2.5,0.3479,114.219012,7.614601,0.268011,0.517757,0.364851257,0.085003,0.046627,0.674843789,76.156502,8
182,434.933211,287.079509,1091.926971,369.383483,379.211621,0,0,0,0,0,0.056457,0.787971,1.331565,175.594498,19.582112,1,0,-0.0961,22.867662,11.433831,0.451173,0.094312456,0.050851887,0.186119018,0.025271588,0.79774549,0,3
183,474.677814,323.344502,1136.760091,414.236756,429.207017,0,0,0,0,0.365733,0.055246,0.726293,1.42751,207.907338,0,0.428899,0,-0.0961,93.627569,7.202121,0.384805,0.260642,0.201498713,0.107117,0.034147,0.806277647,0,3
184,95.122148,121.195889,349.6487,10.999255,11.223713,0.36700246,0,0.007254,0.768145,0.238352,0.126906,0.671895,1.414815,185.624001,84.58261,0.009939,1,0.1528,40.668104,10.167026,0.244576,0.527466,0.04903491,0.075043,0.042061,0.686719284,50.974899,11
185,87.42088,71.487242,332.184256,37.238014,36.496051,0,0.020729422,0.931752,0,0.065864,0.080245,0.554179,1.442585,184.746498,94.527162,0.001873,1,0.1524,93.55602,15.59267,0.556119,0.146906,0.321889012,0.107205,0.037868,0.683663633,60.584574,6
186,179.828629,99.175216,263.702396,157.221487,230.621509,0,0.417344816,0.582655,0,0.679421,0.040256,0.455029,1.33371,206.499995,138.752243,0.344855,2,0.17,62.202926,4.78484,0.434125,0.283021,0.331831951,0.111308,0.06002,0.732392584,61.366299,5
187,173.398433,65.08603,260.306365,156.391916,268.124054,0,0.015392608,0.03096,0,0.138063,0.011732,0.245974,1.24955,200.604996,165.969258,0,2.25,0.17,0.931982,0.465991,0.420587,0.374869,0.37300262,0.076791,0.048328,0.706986383,64.680048,10
188,174.573077,60.30472,266.420446,170.875003,303.174571,0,0.048313102,0.064875,0,0.240177,0,0,0,0,201.20219,0,3.75,0.188,0,0,0.231646,0.568425,0.272927305,0.098111,0.040726,0.631241883,67.993797,10
189,183.545769,89.650026,281.425486,197.327398,256.05666,0,0.188670305,0.497241,0,0.871886,0.011732,0.245974,1.24955,200.604996,241.699623,0.0542807,2.333333,0.188,55.449755,27.724878,0.639446,0.010142,0.301944121,0.123403,0.062866,0.664105351,92.621696,2
190,60.14648,214.594401,401.806577,35.572336,142.6497,0.18570285,0,0,0,0,0.036742,0.433333,1.64059,162.149994,278.816754,0.085678,2.25,0.1757,51.044286,25.522143,0.356508,0.426969,0.417312534,0.11226,0.058887,0.689103411,183.881004,2
191,11.532956,197.808352,441.565578,50.277932,109.861468,0.262698446,0,0,0,0,0.036742,0.433333,1.64059,162.149994,276.915268,0,1,0.1896,51.044286,12.761071,0.123115,0.302091,0.643817178,0.018665,0.035842,0.903487959,203.992004,2
192,40.600727,192.887354,467.67233,62.608018,93.755785,0.023375955,0,0,0,0,0.036742,0.433333,1.64059,162.149994,277.467232,0,1,0.2034,9.231305,4.615652,0.167554,0.523757,0.34147546,0.08391,0.046928,0.703988191,0,14
193,287.546074,720.702868,435.991178,47.16187,662.020399,0.147207808,0,1,0,0,0.01294,0.333333,1.00164,216.813995,76.982104,0.257886,0.5,0.2327,52.868761,13.21719,0.56165,0.269841,0.248584299,0.106624,0.029211,0.625991166,183.166,2
194,237.121936,404.552237,171.879875,250.379249,203.448456,0,0,0.9441,0,0.010209,0.034237,0.186433,1.1259,161.727997,70.963207,0.197098,1.333333,0.3491,50.257267,12.564317,0.284848,0.516532,0.072468039,0.111159,0.008414,0.673638963,85.415604,7
195,49.374261,329.780833,346.526492,73.513902,255.504361,0.111837665,0,0.64815,0,0.641085,0.192465,1.433883,1.303567,209.991333,343.411524,0.473546,4,0.2837,81.957587,6.30443,0.326769,0.506584,0.296715333,0.055567,0.023026,0.677364325,157.105995,1
196,37.652792,282.552877,443.872019,74.479137,94.725069,0,0,0.014111,0.818752,0.346429,0.218711,1.189628,1.35745,192.362,63.883292,0.868352605,1.5,0.2505,116.008817,6.105727,0.274302,0.585835,0.343422855,0.051381,0.030357,0.612982639,69.4496,1
197,87.293667,234.080956,449.378865,25.350003,144.66722,0.282996069,0,1,0,0,0,0,0,0,60.697648,0.244711,2,0.2505,0,0,0.348482,0.365517,1,0.00015,0.28695723,0.638862523,58.594101,1
